Gene	Datasets	Intersected	Size	Assay	Type	Weight
MDH1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
FGG	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SERPINA1	22_Human;23_Human;24_Human	3	6	in vivo	Liquid-Biopsy	0.153565488565489
SMOC1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ANGPT1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
PROS1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
ECM1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CRLF1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
LGALS7B	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
LGALS7	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
LBP	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PRDX1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
TGFB2	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
PRDX2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PTGDS	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
ALDH1A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
VCAM1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
CKM	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
FBN3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
STC1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
VEGFC	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ITGAV	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
BSG	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
KPNB1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
SPON1	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ITGB1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
PSMA6	27_Rat	1	6	in vivo	Liquid-Biopsy	0.00117785630153121
ECM2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DSG1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CFD	20_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0511778563015312
CHL1	20_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0515384615384615
DBH	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
FCGBP	20_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0515384615384615
GPLD1	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
IGHG3	20_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0515384615384615
IGHG4	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
IGHM	20_Human;21_Human;23_Human	3	6	in vivo	Liquid-Biopsy	0.0645254745254745
IL1RAP	20_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0511778563015312
LYVE1	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
SHBG	20_Human	1	6	in vivo	Liquid-Biopsy	0.05
CRKL	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
APOC1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PDIA5	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
RAD51D	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PTPRC	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PSMA2	21_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0145254745254745
LMAN2	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
FCGR3A	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
XYLT2	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
CCL14	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
NBL1	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
C1QB	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
LYZ	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
WRN	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PF4	21_Human;23_Human;27_Rat	3	6	in vivo	Liquid-Biopsy	0.0157033308270057
CEP295	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PF4V1	21_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0145254745254745
WDR53	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
FGL1	21_Human;23_Human	2	6	in vivo	Liquid-Biopsy	0.0145254745254745
DPT	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
PON1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PON3	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
APOL1	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
INHBE	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
ASAH1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGHV3-64D	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGLL1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
CD5L	21_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.0141648692885442
ZSWIM9	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
C4BPB	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PIGR	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
PMEL	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGHV3-35	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGHV1-3	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
GRIK3	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGKV6D-21	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
JCHAIN	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGHV3-72	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
UTY	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
URB2	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGKV2D-24	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGKV4-1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
OTOL1	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
IGHV1-58	21_Human	1	6	in vivo	Liquid-Biopsy	0.012987012987013
CBR1	22_Human	1	6	in vivo	Liquid-Biopsy	0.125
IGLV4-60	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGLV4-3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EPPK1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGHV3OR16-13	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CMIP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CD177	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
ST3GAL6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ITGB6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CDH23	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BIN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGHD	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SVEP1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ACE	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BTAF1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGHV1-69D	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SELPLG	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GPRC5C	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGKV3-7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGKV3D-7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IGKV3OR2-268	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MYO18A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HLA-DPB1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HLA-DQB1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RNF11	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DHX8	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FABP4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RABL2A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RABL2B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
STX3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GOLM2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
COX15	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FGFR1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
ECE1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
DSC2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ABCD3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TGM3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ITGB2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FBXW4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CLCA1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TSPAN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ARHGEF7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CD58	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CYRIB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
WBP1L	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FAM25C	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FAM25G	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FAM25A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF3H	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
STK24	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
UMAD1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PLSCR1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CMTM5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CLDN5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SMARCD1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ATOH1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BTF3L4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PROC	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CYFIP2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SLC14A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TSPAN18	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TRIM29	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GNG5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ARHGDIB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
C12orf75	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CD63	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
GRK6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DDX31	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SERPINA10	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CRISPLD2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PDGFA	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CAMP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LEKR1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SLC39A11	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ICAM2	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
YES1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
EVPL	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CA4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TYROBP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GOLIM4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NOP56	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PODXL	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FCN1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
HGS	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SCAMP2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RAB11B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RAB25	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ASAP2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EPB41L2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NARS1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PPL	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MAN1A2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GGCT	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
STX11	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
WDHD1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GRAP2	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
DDAH1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TMEM63A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PAPLN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FMNL1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DDAH2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
F13A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SLC4A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
C1QC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PPBP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ANG	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SLPI	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
VWF	23_Human;24_Human;27_Rat	3	6	in vivo	Liquid-Biopsy	0.0297433448670198
IGKV1-16	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GYPC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CHGB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ARG1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SLC25A5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF2S1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
IVL	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EPRS1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LYN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SOD3	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
ITGA2B	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
F7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GSTP1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TFPI	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SLC2A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SLC2A14	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SLC2A3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EPX	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ANXA3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SRC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GP1BB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CYBA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ITGA4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GP9	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CPN1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ST6GAL1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SELP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PECAM1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
STMN1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PRKCA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PSMC3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ALOX12	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PTPRA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PAM	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RAB4A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
M6PR	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ACHE	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPRR2D	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPRR2B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPRR2A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPRR2G	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPRR2E	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CPN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PROZ	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MRC1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
ITGA6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DNAJB2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DNMT1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CALML3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GRN	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CD34	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CD38	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SERPINB3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CD6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FCER1G	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
S100A7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SDC4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CASP14	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DSG3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ICAM3	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SFTPD	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPRR1A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SERPINB5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ANP32D	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PIK3CB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CASP3	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
NOTCH1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SERPINB4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ALDH9A1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ARRB1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ARRB2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RGS19	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GNAQ	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ST13P4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MMP16	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
CLCN3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CLCN6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ARHGDIA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NAGLU	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
INHBC	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NCKAP1L	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ITGA1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
JAM2	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
RAP2A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RAP2B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GNG11	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PPP2CA	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PPP2CB	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GRB2	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SORD	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
OTUD4	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ATP7A	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PRKCD	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DSC1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MGAT3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
BST2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PRKAA1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MMRN1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DNAJC3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GFUS	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PKP1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FLOT2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
GALNT3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
DSC3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PSMD6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
EIF4H	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PPP1R7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LAMA3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HLA-DRB5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TBC1D10B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RC3H2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FAM98B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MIA3	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SPRYD7	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
S100A7L2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MARCHF8	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
FKBP15	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
KPRP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PDE3B	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
UTP25	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LMBRD2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PM20D1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
RETSAT	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TMED8	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PLXDC2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
WASH2P	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
WASH3P	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
WASHC1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
NBEAL2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SMIM5	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
TAOK1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
HDGFL2	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
FERMT3	23_Human;24_Human	2	6	in vivo	Liquid-Biopsy	0.0285654885654886
PKHD1L1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PROSER2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
WFDC12	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
LPIN2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
USP9X	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ESAM	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PGM2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
MASTL	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CNDP1	23_Human;27_Rat	2	6	in vivo	Liquid-Biopsy	0.00271631783999275
SERPINB12	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ERMAP	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
CAMKK2	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SMC6	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
PSMD1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
SH3GL1	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
ANP32E	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
VAMP8	23_Human	1	6	in vivo	Liquid-Biopsy	0.00153846153846154
